Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;SETE LAGOAS;MATHEUS HENRIQUE SOARES AZEVEDO 13787664661;24120364000173;RUA   UBERLÂNDIA;1138;;CATARINA;35700-237;GLP;17/11/2025;109,9;;R$ / 13 kg;COPA ENERGIA
SE;RJ;NOVA IGUACU;R GODOY FIGUEIREDO REVENDEDORA DE GAS LTDA EPP;26077335000100;RUA   AILTON DINIZ MACHADO;170;QD  B LT 5A;SANTA EUGÊNIA;26286-260;GLP;17/11/2025;95;;R$ / 13 kg;ULTRAGAZ
S;RS;SAO LUIZ GONZAGA;MAURICEIA ALINE BREMM  01298152097;25008646000146;RUA SILVA JARDIM;1745;CASA;CENTRO;97800-000;GLP;17/11/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;SADYGAS DISTRIBUIDORA DE GAS LTDA - ME;24251866000133;RUA CORONEL  BRANDÃO;19;LOJA A21;SÃO CRISTÓVÃO;20920-020;GLP;17/11/2025;105;;R$ / 13 kg;BRANCA
N;PA;BELEM;POSTO GONCALVES LTDA;26255957000172;RUA ANTONIO BARRETO;1380;;UMARIZAL;66060-020;GLP;17/11/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;LINHARES;JALDECIR PEREIRA FRANCISCO LTDA;21066926000150;AVENIDA   TUPINAMBÁS;374;;LAGOA DO MEIO;29904-025;GLP;17/11/2025;105;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;MARCIO MARTINS TOLENTINO;24349041000156;AVENIDA BRASIL;7145;GALPAO 101;MARIANO PROCÓPIO;36080-060;GLP;17/11/2025;93;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;D INOMATA CARVALHO LTDA;03903920000108;AVENIDA MUIRAQUITA (PROX. 5A URE);5;;SANTISSIMO;68010-680;GLP;17/11/2025;100;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;AGUIA GAS E AGUA LTDA - ME;20531319000231;RUA   PARÁ DE MINAS;252;;PADRE EUSTÁQUIO;30730-440;GLP;17/11/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RESENDE;CENTRAL COMERCIO DE GLP LTDA;24980869000108;AVENIDA TENENTE-CORONEL ADALBERTO MENDES;1370;;SANTA ISABEL;27522-240;GLP;17/11/2025;114,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;SE;NOSSA SENHORA DO SOCORRO;BK COMERCIO VAREJISTA DE BOTIJOES LTDA ME;25079378000153;RUA A-28;242;QD 163 LT 23/24;CONJ MARCOS FREIRE II;49160-000;GLP;17/11/2025;105;;R$ / 13 kg;LIQUIGÁS
SE;SP;BARRETOS;SOUSA & TERENCIO COMERCIO DE GAS LTDA;26529674000171;AVENIDA 43;30;;CENTRO;14780-420;GLP;17/11/2025;115;;R$ / 13 kg;CONSIGAZ
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA;11062711000107;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;GLP;17/11/2025;123;;R$ / 13 kg;AMAZONGÁS
SE;RJ;ITABORAI;MGP REVENDA DE GLP LTDA;26332091000156;AVENIDA   LUIZ FERNANDO DE OLIVEIRA NANCI;S/N;LT 11 QD 04;NANCILÂNDIA;24801-092;GLP;17/11/2025;104,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;EDGAR FERNANDES DOS SANTOS;19065516000142;RUA CORONEL  TABORDA DE MIRANDA;23;NUCLEO 3 QUADRA 117;CIDADE NOVA;69094-270;GLP;17/11/2025;127;;R$ / 13 kg;FOGAS
SE;SP;OSASCO;ARTHUR COMERCIO DE GAS LTDA;26350170000190;RUA PIEDADE;1280;;MUNHOZ JUNIOR;06246-050;GLP;17/11/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;HORTOLANDIA;TANIA SOARES DOS SANTOS OLIVEIRA 06073592698;26004195000131;AVENIDA SANTANA;1599;;JARDIM AMANDA I;13188-000;GLP;17/11/2025;109,99;;R$ / 13 kg;CONSIGAZ
SE;ES;ARACRUZ;TUBARAO  GAS & DISTRIBUIDORA DE BEBIDAS BARTIRA LTDA;25264222000142;RUA CORACAO DE JESUS;81;;GUAXINDIBA;29194-761;GLP;17/11/2025;100;;R$ / 13 kg;BRANCA
NE;AL;ARAPIRACA;LUCIENE DOS S SILVA;24543090000125;RUA BOA SORTE;144;;PRIMAVERA;57304-200;GLP;17/11/2025;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SOROCABA;AERO GAS SOROCABA EIRELI;26337793000122;AVENIDA SANTOS DUMONT;712;;JARDIM ANA MARIA;18065-290;GLP;17/11/2025;125;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;JONATHAN ALEXANDER RODRIGUES CALIXTO 11149208600;26409591000149;RODOVIA MG-5;912;;IPE;31930-010;GLP;17/11/2025;99,99;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;L. DA S. FARIAS GAS;26907679000190;TRAVESSA DO MEIO;61;;ITAPUA;41610-775;GLP;17/11/2025;119,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;IPATINGA;EDIMAR PATRICIO BARBOSA 05982897639;23011239000162;AVENIDA GERASA;2286;;BETHANIA;35164-056;GLP;17/11/2025;118;;R$ / 13 kg;BRANCA
SE;SP;ARARAS;ISABEL DIAS TORRES FAVARO 05729064802;24520144000137;RUA CEARA,;71;;PARQUE INDUSTRIAL;13601-338;GLP;17/11/2025;112;;R$ / 13 kg;COPA ENERGIA
SE;SP;LIMEIRA;FELIPE GABRIEL DITRIH FURLAN 41195689896;14267656000180;RUA   ANTONIO FURLAN;11;FUNDOS;VILA TEIXEIRA MARQUES;13485-141;GLP;17/11/2025;100;;R$ / 13 kg;CONSIGAZ
SE;RJ;VOLTA REDONDA;GAS SAO GERALDO LTDA;10255976000169;RUA CAPITAO BENEDITO LOPES BRAGANCA;241;;SAO GERALDO;27253-510;GLP;17/11/2025;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;AT TRANSPORTE E COMERCIO DE BEBIDAS LTDA;23870200000109;RUA CORONEL FERREIRA DE ARAUJO;809;ANDAR ALTOS;PETROPOLIS;69063-000;GLP;17/11/2025;122;;R$ / 13 kg;AMAZONGÁS
N;PA;BELEM;J C LOPES BAIA;26968756000112;TRAVESSA DOS BERREDOS;112 A;;PONTA GROSSA (ICOARACI);66812-440;GLP;17/11/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;APARECIDA DE GOIANIA;ROGERIO E WANDER LTDA;26457186000104;AVENIDA CURUSSA;SN;QUADRA24                  LOTE  01;CARDOSO;74933-077;GLP;17/11/2025;110;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DISK GAS DA ANA LTDA;27189412000178;QUADRA QNM 7 CONJUNTO J LOTE;48;;CEILANDIA SUL (CEILANDIA);72215-070;GLP;17/11/2025;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RR;BOA VISTA;J J GOMES DE SOUSA;26981317000140;RUA   FLAMBOIAN;903;;JARDIM PRIMAVERA;69314-184;GLP;17/11/2025;139;;R$ / 13 kg;AMAZONGÁS
SE;RJ;ITABORAI;MAIS GAS COMERCIO LTDA;26209788000134;RUA ORCIVAL BARBOSA VELHO;S/N;LOTE  2436;NOVA CIDADE;24804-144;GLP;17/11/2025;104,99;;R$ / 13 kg;BRANCA
SE;RJ;SAO JOAO DE MERITI;K. L. MERITI COMERCIO DE GAS E TRANSPORTES LTDA;27732095000194;RUA TURMALINAS;S/N;LOTE  6                   QUADRA50;COELHO DA ROCHA;25550-551;GLP;17/11/2025;90;;R$ / 13 kg;BRANCA
SE;MG;ARAXA;MARCUS VINICIUS DE AVILA CARNEIRO ME;26945330000143;AVENIDA JOÃO PAULO II;410;B;CENTRO;38183-000;GLP;17/11/2025;105;;R$ / 13 kg;ULTRAGAZ
S;SC;BRUSQUE;ANDERSON HUGO SCHMITZ;27476941000152;RUA ALBERTO MUELLER;47;;SANTA TEREZINHA;88352-468;GLP;17/11/2025;134;;R$ / 13 kg;BRANCA
SE;SP;MONTE ALTO;SERRALHA - COMERCIO DE GAS LTDA;10489274000140;AVENIDA NELLY BHADUR CANO;90;;JD ALVORADA;15910-000;GLP;17/11/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;ITAPERUNA;DISTRIBUIDORA CAIÇARA LTDA;26410896000170;ROD BR 356;S/N;LT 2,3,5 E 6 LOT CAIÇARA;MAL CASTELO BRANCO;28300-000;GLP;17/11/2025;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;PS RODRIGUES COMERCIO VAREJISTA DE GAS LIQUEFEITO LTDA;26681608000112;ESTRADA MIGUEL COUTO;846;;MIGUEL COUTO;26070-269;GLP;17/11/2025;90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;JACAREI;POSTO DE SERVICOS SAO JORGE SALVADOR LTDA.;22526323000156;AVENIDA SAO JORGE;17;;CIDADE SALVADOR;12312-000;GLP;17/11/2025;109,9;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;SULAMITA MARIA DO NASCIMENTO RODRIGUES LTDA;27817791000101;RUA MANOEL FRANCISCO DE MELO;242;;CUIA;58077-126;GLP;17/11/2025;105;;R$ / 13 kg;BAHIANA
SE;SP;HORTOLANDIA;RODRIGO AUGUSTO NOGUEIRA;27905023000100;AVENIDA SÃO  FRANCISCO DE ASSIS;1670;;VILA REAL;13183-090;GLP;17/11/2025;102,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;PRAIA GRANDE;K G SANCHES COMERCIO DE GAS;26797934000190;AV DO TRABALHADOR;459;;SITIO DO CAMPO;11711-125;GLP;17/11/2025;109,99;;R$ / 13 kg;CONSIGAZ
N;RO;VILHENA;MEGA GAS AGUA, GELO E BEBIDAS EIRELI - ME;28380217000193;AV. MELVIN JONES;1691;LT. 08, QD. 57, SETOR 15;CRISTO REI;76983-407;GLP;17/11/2025;132;;R$ / 13 kg;AMAZONGÁS
N;RO;PORTO VELHO;PORTO GAS COMERCIO E SERVICOS LTDA;28506009000198;AVENIDA DOS IMIGRANTES;1342;;PANAIR;76801-400;GLP;17/11/2025;124;;R$ / 13 kg;FOGAS
CO;DF;BRASILIA;13 DE MAIO COMERCIO DE GAS LTDA;27993988000193;QUADRA QSD 13 LOTE;15;;TAGUATINGA SUL (TAGUATINGA);72020-130;GLP;17/11/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;LEOPOLDINA;GAS APOLLO EIRELI;28577768000141;AVENIDA DOS EXPEDICIONARIOS;196;;SAO CRISTOVAO;36702-101;GLP;17/11/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;LINHARES;M E DAMBROS COMERCIO DE GAS;28622101000113;AVENIDA   HANS SCHMOGER;912;;NOSSA SENHORA DA CONCEIÇÃO;29900-495;GLP;17/11/2025;110;;R$ / 13 kg;BRANCA
CO;MS;DOURADOS;MACIESKI DISTRIBUIDORA DE GAS LTDA;27834427000141;AVENIDA WEIMAR GONCALVES TORRES;5930;;VILA SAO FRANCISCO;79833-021;GLP;17/11/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RO;VILHENA;F DE MOURA VILANI ANDRADE - ME;12912220000170;AV MELVIN JONES;914;;GREEN VILLE;76980-898;GLP;17/11/2025;130;;R$ / 13 kg;AMAZONGÁS
CO;DF;BRASILIA;MARANATA COMERCIO DE GAS LTDA;28634655000130;AREA ADE CONJUNTO 13 LOTE;21;;SAMAMBAIA SUL (SAMAMBAIA);72314-713;GLP;17/11/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;TEIXEIRA DE FREITAS;FALCAO E FALCAO LTDA;28592802000157;RUA MAUA;211;;CENTRO;45985-236;GLP;17/11/2025;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ANAPOLIS;PAULO RICARDO SANTOS - COMERCIO DE GAS;12468060000112;RUA PP 9;SN;QUADRA 14                  LOTE 19;PARQUE DOS PIRINEUS;75071-705;GLP;17/11/2025;115;;R$ / 13 kg;BRANCA
SE;SP;ARARAS;ISAC CARVALHO DA SILVA;28709185000127;AV LORETO;939;;JARDIM FLORENCA;13607-657;GLP;17/11/2025;115;;R$ / 13 kg;CONSIGAZ
S;RS;CANOAS;UILIAN OLIVEIRA MACHADO;27928268000144;RUA DOUTOR OLAVO FERNANDEZ;1294;;ESTANCIA VELHA;92030-790;GLP;17/11/2025;115;;R$ / 13 kg;COPA ENERGIA
NE;BA;JAGUAQUARA;CLAUDIO CERQUEIRA MASCARENHAS - ME;21488794000154;RUA JOSE EUFRASIO DE SOUZA;120;;MURITIBA;45345-000;GLP;17/11/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;G L COMERCIO DE GAS LTDA;27824727000140;ESTRADA LUIS LEMOS;S/N;LOTE  02 03 E 08          QUADRAG;VILA BORGERTH;26020-810;GLP;17/11/2025;79,99;;R$ / 13 kg;BRANCA
SE;SP;OSASCO;MMA SANTOS COMERCIO DE GAS LTDA ME;29058622000152;AVENIDA SÃOJOSÉ;386;;AYROSA;06283-120;GLP;17/11/2025;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;TIAGO C LIMA;15543281000104;RUA 01;146;"QUADRA 01;LOTE 28";CIDADE SATELITE;69317-477;GLP;17/11/2025;140;;R$ / 13 kg;FOGAS
SE;MG;JANUARIA;ADILSON CHAGA 07908526675;28490598000163;RUA OLIBRIO LIMA;204;;SAO VICENTE;39480-000;GLP;17/11/2025;131;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;RUBI COMERCIO DE PETROLEO LTDA;20703180000185;AVENIDA CARVALHO LEAL;1562;;CACHOEIRINHA;69065-001;GLP;17/11/2025;120;;R$ / 13 kg;AMAZONGÁS
SE;SP;SANTO ANDRE;PRINCIPE DE GALES GAS E ACESSORIOS LTDA - EPP;28057361000193;AVENIDA PRÍNCIPE DE GALES;603;;VILA PRÍNCIPE DE GALES;09060-650;GLP;17/11/2025;105;;R$ / 13 kg;BRANCA
SE;MG;IPATINGA;PETTERSON AUGUSTO NUNES SILVEIRA;28737142000155;RUA AVITE;20;;CANAA;35164-508;GLP;17/11/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;ITABORAI;DJA COMERCIO VAREJISTA DE GAS LTDA;28784011000129;RUA JOSE CAETANO;S/N;LOTE  0001;TRES PONTES;24809-270;GLP;17/11/2025;90;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;JP & SILAS COMERCIO DE GAS LTDA;29474272000105;AVENIDA VEREADOR RAYMUNDO HARGREAVES;450;GALPAO102;FONTESVILLE;36083-770;GLP;17/11/2025;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;MICHEL MESSIAS NASCIMENTO PEREIRA;08937447000101;R DESEMBARGADOR AURELIO M. DE ALBUQUERQUE;22;;JARDIM CIDADE UNIVERSITÁRIA;58052-160;GLP;17/11/2025;105;;R$ / 13 kg;BAHIANA
NE;PE;PETROLINA;COLIBRI COMERCIO DE ALIMENTOS LTDA;29446099000131;RUA DO COLIBRI;301-C;;DOM AVELAR;56326-090;GLP;17/11/2025;110;;R$ / 13 kg;BAHIANA
SE;SP;BERTIOGA;PRAIAMAR TRANSPORTE E COMERCIO DE GAS LTDA.;28926622000164;RUA JOSE AMANCIO;61;QUADRAH                   LOTE  15 16 E 17;ALBATROZ;11250-716;GLP;17/11/2025;124,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SOROCABA;ATLANTICO COMERCIO DE GAS E TRANSPORTE LTDA;62743711000707;RUA ANTONIO SILVA SALADINO;1186;;PARQUE VITORIA REGIA;18078-344;GLP;17/11/2025;109,99;;R$ / 13 kg;COPA ENERGIA
SE;MG;BELO HORIZONTE;COMERCIAL CASTELO GAS LTDA;26416729000137;AVENIDA DOS ENGENHEIROS;612;;CASTELO;30840-372;GLP;17/11/2025;105;;R$ / 13 kg;BRANCA
SE;RJ;VOLTA REDONDA;RAF CHAMA AZUL COMERCIO DE GLP EIRELI;28758071000177;R DUZENTOS E QUARENTA E NOVE;2;;CONFORTO;27265-485;GLP;17/11/2025;104,9;;R$ / 13 kg;ULTRAGAZ
S;SC;JOINVILLE;GAS AGORA COMERCIO VAREJISTA DE GAS LTDA;30109934000127;RUA FLORIANOPOLIS;2863;;FATIMA;89229-348;GLP;17/11/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;BARRETOS;CELSO GARCIA BARRETOS;46060133000154;RUA 24;1602;;CENTRO;14780-090;GLP;17/11/2025;105;;R$ / 13 kg;COPA ENERGIA
SE;SP;LIMEIRA;RITA DO CARMO OLIVEIRA BICAS;29925067000119;AVENIDA DOUTOR JOAO AMARAL GAMA;606;;JARDIM CAIEIRA;13483-225;GLP;17/11/2025;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;FABRICIA CRISTINA TORRES RODRIGUES 73659924172;29868534000116;AVENIDA MARACANA;SN;"QUADRA 107;LOTE 21;SALA 01";JARDIM BURITI SERENO;74942-020;GLP;17/11/2025;110;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;LUCIANA PEREIRA DE ARAUJO EIRELI;30018240000184;RUA TUPINAMBA;699;LETRA A;MERCADINHO;65901-370;GLP;17/11/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;SEVIRGAS COMERCIO DE GAS E AGUA LTDA;21618846000160;RUA ABELARDO PEREIRA DOS SANTOS;118;SALA 1;BANCARIOS;58051-810;GLP;17/11/2025;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;PIRACICABA;MR CHAVES COMERCIO DE GAS;29830736000179;RUA CARAPICUIBA;123;;LOTEAMENTO SAO FRANCISCO;13423-496;GLP;17/11/2025;99,99;;R$ / 13 kg;BRANCA
SE;MG;FORMIGA;CHAPADA GAS LTDA;29930486000149;AVENIDA ABILIO MACHADO;497;;SAGRADO CORACAO DE JESUS;35570-000;GLP;17/11/2025;115;;R$ / 13 kg;BRANCA
NE;BA;SENHOR DO BONFIM;NSBB COMERCIO DE GAS EIRELI;30954372000118;RODOVIA LOMANTO JUNIOR;35;;LOMANTO JUNIOR;48970-000;GLP;17/11/2025;125;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARUJA;FAMACOTIA COMERCIO DE GAS LTDA;02377203000208;AVENIDA OSWALDO CRUZ;784;;SITIO PAECARA (VICENTE DE CARVALHO);11460-102;GLP;17/11/2025;120;;R$ / 13 kg;LIQUIGÁS
S;RS;SAO LUIZ GONZAGA;R. SCHUQUEL DA LUZ LTDA;29788097000120;RUA JOAO GOULART;1750;SALA  03;GRUTA;97800-000;GLP;17/11/2025;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MS;DOURADOS;DAIANE LAZZARETTI SOUZA;06272573000231;AVENIDA MARCELINO PIRES;273;;JARDIM CLIMAX;79820-010;GLP;17/11/2025;135;;R$ / 13 kg;ULTRAGAZ
SE;RJ;ITABORAI;MELLO MARINS DISTRIBUIDORA GLP LTDA;26308488000102;RUA ALFREDO SERRANO;SN;LOTE  24                  LOTE  25;VENDA DAS PEDRAS;24804-775;GLP;17/11/2025;106,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;ITABORAI;PVCL COMERCIO E TRANSPORTES DE GAS LTDA;29167686000191;RUA RAYMUNDO LEONI SANTOS;S/N;LOTE 01 QUADRA 04;NANCILANDIA;24801-080;GLP;17/11/2025;105;;R$ / 13 kg;ULTRAGAZ
NE;BA;VITORIA DA CONQUISTA;CONQUISTA DISTRIBUIDORA DE GAS E TRANSPORTE LTDA;18051969000157;AVENIDA DEPUTADO ULISSES GUIMARAES;315;LOTE  10                  QUADRAL;FELICIA;45055-155;GLP;17/11/2025;140;;R$ / 13 kg;BAHIANA
NE;MA;SAO LUIS;C A CASTRO TRANSPORTES EIRELI;29264692000167;AVENIDA CASEMIRO JUNIOR;200;;ANIL;65045-180;GLP;17/11/2025;124,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;MONTE ALTO;AMANDA DE SOUZA CARDOSO COMERCIO DE GAS LTDA;30778210000176;AVENIDA ANTONIO INFORCATTI;1,26;;JARDIM CANAA;15910-000;GLP;17/11/2025;121;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTO ANDRE;LAURO MULLER COMERCIO DE GAS LTDA;27839557000177;RUA LAURO MULLER (VL S CABRAL);886;;VILA PALMARES;09061-260;GLP;17/11/2025;119,99;;R$ / 13 kg;ULTRAGAZ
N;RO;VILHENA;JOSE HAILTON M. BARROCAS EIRELI;31316762000125;AVENIDA BRIGADEIRO EDUARDO GOMES;1530;SALA  3                   SETOR 022                 QUADRA002                 LOTE  002;S-22;76985-226;GLP;17/11/2025;115,49;;R$ / 13 kg;FOGAS
N;RR;BOA VISTA;W DA SILVA COSTA;31352821000110;RUA C-35;397;LOJA  A;DOUTOR SILVIO LEITE;69314-352;GLP;17/11/2025;132;;R$ / 13 kg;AMAZONGÁS
SE;SP;ARACATUBA;BRITO COMERCIO DE GAS E AGUA MINERAL LTDA;29236748000170;RUA VASCO DA GAMA;368;DEPOSITO GAS;JUSSARA;16021-276;GLP;17/11/2025;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;PONTA GROSSA;MARIA LAUANE DA SILVA SOUZA;29864571000156;RUA ALTAMIR STARKE;9;;CONTORNO;84060-460;GLP;17/11/2025;115;;R$ / 13 kg;LIQUIGÁS
S;SC;TUBARAO;SOS GAS LTDA;30561384000182;AVENIDA PEDRO ZAPELINI;1521;;SANTO ANTONIO DE PADUA;88701-501;GLP;17/11/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;BLUMENAU;SAGATOR COMERCIO DE GAS LTDA;11024737000322;RUA AMAZONAS;2867;;GARCIA;89022-001;GLP;17/11/2025;129,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JANUARIA;MARCOS BORGES CRUZ;32604250000127;RUA A;77;;VILA SAO JOAO;39480-000;GLP;17/11/2025;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;SAO LUIS;SERVI POSTO GASOLEOS COHATRAC LTDA;08892570000145;RUA 1300;1;QUADRA 13 LOTES 01 E 06;PARQUE AURORA;65050-330;GLP;17/11/2025;114,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;LINS;DAVID ALVES CLEMENTE 40391322893;31455227000155;AVENIDA SAO PAULO;1880;;VILA GUARARAPES;16403-020;GLP;17/11/2025;105;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;AGUAS DA TERRA LTDA;23472494000102;AVENIDA COSME FERREIRA;6039;BLOCO 02;ALEIXO;69083-000;GLP;17/11/2025;120;;R$ / 13 kg;AMAZONGÁS
SE;RJ;SAO JOAO DE MERITI;MONTE SINAI REVENDA DE GLP LTDA;28488356000135;AVENIDA AUTOMOVEL CLUBE;3712;;VILAR DOS TELES;25561-170;GLP;17/11/2025;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;BELEM;PAULA RAIANNY CUNHA DA SILVA;30965753000100;PASSAGEM ESPORTIVA;31c;;UNA;66652-100;GLP;17/11/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SAO LUIZ GONZAGA;SILVANA QUANZ;25268016000100;RUA MARECHAL FLORIANO PEIXOTO;1190;SALA  02;GRUTA;97800-000;GLP;17/11/2025;105;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;PEDRO BARBOSA 10402308654;32235037000195;RUA NELSON HUNGRIA;1310;;TUPI A;31842-330;GLP;17/11/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;BELEM;BORGES & DUARTE COM. E DISTRIBUICAO DE BEBIDAS LTDA;08686481000142;TRAVESSA ANGUSTURA;1383;B;PEDREIRA;66080-180;GLP;17/11/2025;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;AUTO POSTO JARDIM SAO PAULO II LTDA;26334165000193;AVENIDA MARIA AUGUSTA FAGUNDES GOMES;61;;RESIDENCIAL SAO PAULO;12322-300;GLP;17/11/2025;99;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ANTONIA LUCIA DE OLIVEIRA;30959875000186;RUA ITAPAJE;3248;;LAGOINHA;76829-854;GLP;17/11/2025;108;;R$ / 13 kg;FOGAS
S;RS;CANOAS;JOSIELLY HOFFMANN DE SOUZA;30769428000164;RUA VENANCIO AIRES;111;;NITEROI;92110-001;GLP;17/11/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;OLINDA;L & K COMERCIO DE GAS LTDA;32760079000145;RUA PREF MANUEL REGUEIRA;404;LOTE  N. SRA. DE FATIMA;BULTRINS;53320-160;GLP;17/11/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;BELEM;POSTO UFPA COMERCIO DE COMBUSTIVEL LTDA;12214951000142;RUA AUGUSTO CORREA;32/38;;GUAMA;66075-110;GLP;17/11/2025;115;;R$ / 13 kg;BAHIANA
N;AM;MANAUS;R  R  COMERCIO VAREJISTA EM LOJA DE CONVENIENCIA LTDA;25098918000146;RUA JOAO CAMARA (N ALEIXO);545;LOJA  01                  LOTE  NOVO ALEIXO;NOVO ALEIXO;69098-165;GLP;17/11/2025;129,99;;R$ / 13 kg;AMAZONGÁS
CO;GO;APARECIDA DE GOIANIA;ADRIANO DISTRIBUIDORA DE GAS E BEBIDAS EIRELI;29884373000154;AVENIDA TROPICAL;SN;QUADRA2A                  LOTE  4;JARDIM TROPICAL;74946-540;GLP;17/11/2025;110;;R$ / 13 kg;CONSIGAZ
N;PA;CASTANHAL;J. S. LIBARINO COMERCIO DE GAS EIRELI;33695406000195;RUA VISCONDE DE MAUA;222;QUADRAG                   LOTE  1;FONTE BOA;68742-875;GLP;17/11/2025;115;;R$ / 13 kg;BAHIANA
NE;SE;ITABAIANA;GILVAN DE JESUS MENEZES;01280721000327;RUA JOSE FERREIRA LIMA;932;;SERRANO;49503-229;GLP;17/11/2025;115;;R$ / 13 kg;BAHIANA
S;SC;ITAJAI;BJB COMERCIO DE GAS LTDA;33016523000185;RUA JOSE PEREIRA LIBERATO;743;;SAO JOAO;88304-401;GLP;17/11/2025;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;ITABORAI;MANDA GAS REVENDA DE GLP LTDA;32614078000192;AVENIDA VINTE E DOIS DE MAIO;SN;LOTE  1A                  QUADRAC;SANTO EXPEDITO;24812-516;GLP;17/11/2025;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;LEOPOLDINA;ILTON GAS LTDA;01564231000190;AVENIDA FUNCHAL GARCIA;341;;SAO CRISTOVAO;36702-098;GLP;17/11/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;SAO LUIS;POSTO CARONE LTDA;29018539000230;AVENIDA SAO LUIS REI DE FRANCA;1;LOTE  AREA E-1 LOT OLHO D;OLHO D`AGUA;65065-470;GLP;17/11/2025;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
